timestamp,device_id,unit_id,function_code,address,raw_value,data_type,byte_order,scale,offset,unit,quality
2026-09-08T16:01:02.484Z,2316-01,1,3,40001,8.9,float32,ABCD,1,0,t,good
2026-09-08T16:01:02.484Z,2316-01,1,3,40003,19.55,float32,ABCD,1,0,m,good
2026-09-08T16:01:02.484Z,2316-01,1,3,40005,22.12,float32,ABCD,1,0,m/min,good
2026-09-08T16:01:02.484Z,2316-01,1,3,40007,54.9,float32,ABCD,1,0,°C,good
2026-09-08T16:01:02.484Z,2316-01,1,3,40009,1.89,float32,ABCD,1,0,mm/s,good
2026-09-08T16:01:12.484Z,2316-01,1,3,40001,9.13,float32,ABCD,1,0,t,good
2026-09-08T16:01:12.484Z,2316-01,1,3,40003,19.89,float32,ABCD,1,0,m,good
2026-09-08T16:01:12.484Z,2316-01,1,3,40005,22,float32,ABCD,1,0,m/min,good
2026-09-08T16:01:12.484Z,2316-01,1,3,40007,54.5,float32,ABCD,1,0,°C,good
2026-09-08T16:01:12.484Z,2316-01,1,3,40009,1.84,float32,ABCD,1,0,mm/s,good
2026-09-08T16:01:22.484Z,2316-01,1,3,40001,9.34,float32,ABCD,1,0,t,good
2026-09-08T16:01:22.484Z,2316-01,1,3,40003,20.12,float32,ABCD,1,0,m,good
2026-09-08T16:01:22.484Z,2316-01,1,3,40005,21.85,float32,ABCD,1,0,m/min,good
2026-09-08T16:01:22.484Z,2316-01,1,3,40007,54.1,float32,ABCD,1,0,°C,good
2026-09-08T16:01:22.484Z,2316-01,1,3,40009,1.8,float32,ABCD,1,0,mm/s,good
2026-09-08T16:01:32.484Z,2316-01,1,3,40001,9.52,float32,ABCD,1,0,t,good
2026-09-08T16:01:32.484Z,2316-01,1,3,40003,20.27,float32,ABCD,1,0,m,good
2026-09-08T16:01:32.484Z,2316-01,1,3,40005,21.68,float32,ABCD,1,0,m/min,good
2026-09-08T16:01:32.484Z,2316-01,1,3,40007,53.7,float32,ABCD,1,0,°C,good
2026-09-08T16:01:32.484Z,2316-01,1,3,40009,1.75,float32,ABCD,1,0,mm/s,good
2026-09-08T16:01:42.484Z,2316-01,1,3,40001,9.68,float32,ABCD,1,0,t,good
2026-09-08T16:01:42.484Z,2316-01,1,3,40003,20.34,float32,ABCD,1,0,m,good
2026-09-08T16:01:42.484Z,2316-01,1,3,40005,21.49,float32,ABCD,1,0,m/min,good
2026-09-08T16:01:42.484Z,2316-01,1,3,40007,53.3,float32,ABCD,1,0,°C,good
2026-09-08T16:01:42.484Z,2316-01,1,3,40009,1.71,float32,ABCD,1,0,mm/s,good
2026-09-08T16:01:52.484Z,2316-01,1,3,40001,9.82,float32,ABCD,1,0,t,good
2026-09-08T16:01:52.484Z,2316-01,1,3,40003,20.35,float32,ABCD,1,0,m,good
2026-09-08T16:01:52.484Z,2316-01,1,3,40005,21.29,float32,ABCD,1,0,m/min,good
2026-09-08T16:01:52.484Z,2316-01,1,3,40007,52.9,float32,ABCD,1,0,°C,good
2026-09-08T16:01:52.484Z,2316-01,1,3,40009,1.66,float32,ABCD,1,0,mm/s,good
2026-09-08T16:02:02.484Z,2316-01,1,3,40001,9.93,float32,ABCD,1,0,t,good
2026-09-08T16:02:02.484Z,2316-01,1,3,40003,20.31,float32,ABCD,1,0,m,good
2026-09-08T16:02:02.484Z,2316-01,1,3,40005,21.09,float32,ABCD,1,0,m/min,good
2026-09-08T16:02:02.484Z,2316-01,1,3,40007,52.5,float32,ABCD,1,0,°C,good
2026-09-08T16:02:02.484Z,2316-01,1,3,40009,1.62,float32,ABCD,1,0,mm/s,good
2026-09-08T16:02:12.484Z,2316-01,1,3,40001,10.02,float32,ABCD,1,0,t,good
2026-09-08T16:02:12.484Z,2316-01,1,3,40003,20.22,float32,ABCD,1,0,m,good
2026-09-08T16:02:12.484Z,2316-01,1,3,40005,20.87,float32,ABCD,1,0,m/min,good
2026-09-08T16:02:12.484Z,2316-01,1,3,40007,52.1,float32,ABCD,1,0,°C,good
2026-09-08T16:02:12.484Z,2316-01,1,3,40009,1.57,float32,ABCD,1,0,mm/s,good
2026-09-08T16:02:22.484Z,2316-01,1,3,40001,10.09,float32,ABCD,1,0,t,good
2026-09-08T16:02:22.484Z,2316-01,1,3,40003,20.11,float32,ABCD,1,0,m,good
2026-09-08T16:02:22.484Z,2316-01,1,3,40005,20.66,float32,ABCD,1,0,m/min,good
2026-09-08T16:02:22.484Z,2316-01,1,3,40007,51.7,float32,ABCD,1,0,°C,good
2026-09-08T16:02:22.484Z,2316-01,1,3,40009,1.53,float32,ABCD,1,0,mm/s,good
2026-09-08T16:02:32.484Z,2316-01,1,3,40001,10.15,float32,ABCD,1,0,t,good
2026-09-08T16:02:32.484Z,2316-01,1,3,40003,19.97,float32,ABCD,1,0,m,good
2026-09-08T16:02:32.484Z,2316-01,1,3,40005,20.43,float32,ABCD,1,0,m/min,good
2026-09-08T16:02:32.484Z,2316-01,1,3,40007,51.3,float32,ABCD,1,0,°C,good
2026-09-08T16:02:32.484Z,2316-01,1,3,40009,1.48,float32,ABCD,1,0,mm/s,good
2026-09-08T16:02:42.484Z,2316-01,1,3,40001,10.2,float32,ABCD,1,0,t,good
2026-09-08T16:02:42.484Z,2316-01,1,3,40003,19.81,float32,ABCD,1,0,m,good
2026-09-08T16:02:42.484Z,2316-01,1,3,40005,20.2,float32,ABCD,1,0,m/min,good
2026-09-08T16:02:42.484Z,2316-01,1,3,40007,50.8,float32,ABCD,1,0,°C,good
2026-09-08T16:02:42.484Z,2316-01,1,3,40009,1.43,float32,ABCD,1,0,mm/s,good
2026-09-08T16:02:52.484Z,2316-01,1,3,40001,10.24,float32,ABCD,1,0,t,good
2026-09-08T16:02:52.484Z,2316-01,1,3,40003,19.64,float32,ABCD,1,0,m,good
2026-09-08T16:02:52.484Z,2316-01,1,3,40005,19.95,float32,ABCD,1,0,m/min,good
2026-09-08T16:02:52.484Z,2316-01,1,3,40007,50.4,float32,ABCD,1,0,°C,good
2026-09-08T16:02:52.484Z,2316-01,1,3,40009,1.38,float32,ABCD,1,0,mm/s,good
