timestamp,device_id,quality,rpm,temperature,vibration,pressure,flow_rate,power_output
2026-09-08T15:33:52.444Z,2326-01,good,150.6,57.8,2.1,1.87,31.49,21.75
2026-09-08T15:34:52.444Z,2326-01,good,150.9,58,2.09,1.86,31.23,21.56
2026-09-08T15:35:52.444Z,2326-01,good,151.2,58.1,2.07,1.84,30.98,21.38
2026-09-08T15:36:52.444Z,2326-01,good,151.5,58.2,2.05,1.83,30.74,21.2
2026-09-08T15:37:52.444Z,2326-01,good,151.7,58.3,2.03,1.82,30.5,21.03
2026-09-08T15:38:52.444Z,2326-01,good,151.9,58.3,2,1.81,30.26,20.86
2026-09-08T15:39:52.444Z,2326-01,good,152.1,58.3,1.98,1.8,30.02,20.69
2026-09-08T15:40:52.444Z,2326-01,good,152.2,58.2,1.95,1.78,29.77,20.52
2026-09-08T15:41:52.444Z,2326-01,good,152.3,58.1,1.92,1.77,29.52,20.36
2026-09-08T15:42:52.444Z,2326-01,good,152.4,58,1.9,1.76,29.26,20.22
2026-09-08T15:43:52.444Z,2326-01,good,152.5,57.9,1.87,1.75,29,20.09
2026-09-08T15:44:52.444Z,2326-01,good,152.5,57.8,1.84,1.73,28.74,19.99
2026-09-08T15:45:52.444Z,2326-01,good,152.6,57.7,1.81,1.72,28.48,19.91
2026-09-08T15:46:52.444Z,2326-01,good,152.6,57.6,1.77,1.7,28.23,19.88
2026-09-08T15:47:52.444Z,2326-01,good,152.6,57.4,1.73,1.68,27.99,19.88
2026-09-08T15:48:52.444Z,2326-01,good,152.6,57.2,1.69,1.67,27.77,19.94
2026-09-08T15:49:52.444Z,2326-01,good,152.6,57,1.64,1.65,27.59,20.04
2026-09-08T15:50:52.444Z,2326-01,good,152.6,56.8,1.59,1.63,27.44,20.2
2026-09-08T15:51:52.444Z,2326-01,good,152.6,56.5,1.54,1.62,27.34,20.42
2026-09-08T15:52:52.444Z,2326-01,good,152.6,56.1,1.48,1.6,27.3,20.69
2026-09-08T15:53:52.444Z,2326-01,good,152.5,55.7,1.42,1.59,27.31,21.02
2026-09-08T15:54:52.444Z,2326-01,good,152.4,55.3,1.36,1.57,27.39,21.39
2026-09-08T15:55:52.444Z,2326-01,good,152.3,54.8,1.29,1.56,27.54,21.8
2026-09-08T15:56:52.444Z,2326-01,good,152.1,54.2,1.23,1.55,27.75,22.25
2026-09-08T15:57:52.444Z,2326-01,good,151.9,53.6,1.17,1.55,28.03,22.72
2026-09-08T15:58:52.444Z,2326-01,good,151.7,53,1.12,1.55,28.37,23.2
2026-09-08T15:59:52.444Z,2326-01,good,151.4,52.4,1.07,1.55,28.77,23.68
2026-09-08T16:00:52.444Z,2326-01,good,151,51.8,1.03,1.56,29.21,24.16
2026-09-08T16:01:52.444Z,2326-01,good,150.7,51.1,1,1.57,29.7,24.61
2026-09-08T16:02:52.444Z,2326-01,good,150.3,50.5,0.97,1.58,30.21,25.03
