timestamp,device_id,unit_id,function_code,address,raw_value,data_type,byte_order,scale,offset,unit,quality
2026-09-08T15:51:52.455Z,2326-01,1,3,40001,150.6,float32,ABCD,1,0,r/min,good
2026-09-08T15:51:52.455Z,2326-01,1,3,40003,57.8,float32,ABCD,1,0,°C,good
2026-09-08T15:51:52.455Z,2326-01,1,3,40005,2.1,float32,ABCD,1,0,mm/s,good
2026-09-08T15:51:52.455Z,2326-01,1,3,40007,1.87,float32,ABCD,1,0,MPa,good
2026-09-08T15:51:52.455Z,2326-01,1,3,40009,31.49,float32,ABCD,1,0,m³/s,good
2026-09-08T15:51:52.455Z,2326-01,1,3,40011,21.75,float32,ABCD,1,0,MW,good
2026-09-08T15:52:52.455Z,2326-01,1,3,40001,150.9,float32,ABCD,1,0,r/min,good
2026-09-08T15:52:52.455Z,2326-01,1,3,40003,58,float32,ABCD,1,0,°C,good
2026-09-08T15:52:52.455Z,2326-01,1,3,40005,2.09,float32,ABCD,1,0,mm/s,good
2026-09-08T15:52:52.455Z,2326-01,1,3,40007,1.86,float32,ABCD,1,0,MPa,good
2026-09-08T15:52:52.455Z,2326-01,1,3,40009,31.23,float32,ABCD,1,0,m³/s,good
2026-09-08T15:52:52.455Z,2326-01,1,3,40011,21.56,float32,ABCD,1,0,MW,good
2026-09-08T15:53:52.455Z,2326-01,1,3,40001,151.2,float32,ABCD,1,0,r/min,good
2026-09-08T15:53:52.455Z,2326-01,1,3,40003,58.1,float32,ABCD,1,0,°C,good
2026-09-08T15:53:52.455Z,2326-01,1,3,40005,2.07,float32,ABCD,1,0,mm/s,good
2026-09-08T15:53:52.455Z,2326-01,1,3,40007,1.84,float32,ABCD,1,0,MPa,good
2026-09-08T15:53:52.455Z,2326-01,1,3,40009,30.98,float32,ABCD,1,0,m³/s,good
2026-09-08T15:53:52.455Z,2326-01,1,3,40011,21.38,float32,ABCD,1,0,MW,good
2026-09-08T15:54:52.455Z,2326-01,1,3,40001,151.5,float32,ABCD,1,0,r/min,good
2026-09-08T15:54:52.455Z,2326-01,1,3,40003,58.2,float32,ABCD,1,0,°C,good
2026-09-08T15:54:52.455Z,2326-01,1,3,40005,2.05,float32,ABCD,1,0,mm/s,good
2026-09-08T15:54:52.455Z,2326-01,1,3,40007,1.83,float32,ABCD,1,0,MPa,good
2026-09-08T15:54:52.455Z,2326-01,1,3,40009,30.74,float32,ABCD,1,0,m³/s,good
2026-09-08T15:54:52.455Z,2326-01,1,3,40011,21.2,float32,ABCD,1,0,MW,good
2026-09-08T15:55:52.455Z,2326-01,1,3,40001,151.7,float32,ABCD,1,0,r/min,good
2026-09-08T15:55:52.455Z,2326-01,1,3,40003,58.3,float32,ABCD,1,0,°C,good
2026-09-08T15:55:52.455Z,2326-01,1,3,40005,2.03,float32,ABCD,1,0,mm/s,good
2026-09-08T15:55:52.455Z,2326-01,1,3,40007,1.82,float32,ABCD,1,0,MPa,good
2026-09-08T15:55:52.455Z,2326-01,1,3,40009,30.5,float32,ABCD,1,0,m³/s,good
2026-09-08T15:55:52.455Z,2326-01,1,3,40011,21.03,float32,ABCD,1,0,MW,good
