timestamp,device_id,quality,rpm,temperature,vibration,pressure,flow_rate,power_output
2026-09-08T15:48:22.493Z,2310-01,good,1357.8,89.6,3.43,21.44,39.99,235.12
2026-09-08T15:48:52.493Z,2310-01,good,1380.1,89.8,3.41,21.29,39.47,232.91
2026-09-08T15:49:22.493Z,2310-01,good,1400.1,90,3.38,21.14,38.97,230.76
2026-09-08T15:49:52.493Z,2310-01,good,1417.7,90.1,3.35,20.99,38.48,228.66
2026-09-08T15:50:22.493Z,2310-01,good,1432.9,90.1,3.32,20.85,38,226.58
2026-09-08T15:50:52.493Z,2310-01,good,1445.8,90.1,3.28,20.7,37.52,224.53
2026-09-08T15:51:22.493Z,2310-01,good,1456.5,90.1,3.25,20.56,37.04,222.51
2026-09-08T15:51:52.493Z,2310-01,good,1465.2,90,3.21,20.41,36.54,220.55
2026-09-08T15:52:22.493Z,2310-01,good,1472.2,90,3.17,20.26,36.04,218.68
2026-09-08T15:52:52.493Z,2310-01,good,1477.9,89.9,3.13,20.11,35.53,216.96
2026-09-08T15:53:22.493Z,2310-01,good,1482.3,89.8,3.09,19.94,35,215.45
2026-09-08T15:53:52.493Z,2310-01,good,1485.8,89.7,3.05,19.77,34.48,214.22
2026-09-08T15:54:22.493Z,2310-01,good,1488.6,89.6,3,19.59,33.95,213.36
2026-09-08T15:54:52.493Z,2310-01,good,1490.8,89.4,2.95,19.4,33.45,212.92
2026-09-08T15:55:22.493Z,2310-01,good,1492.4,89.3,2.89,19.2,32.98,213
2026-09-08T15:55:52.493Z,2310-01,good,1493.5,89.1,2.83,19,32.55,213.64
2026-09-08T15:56:22.493Z,2310-01,good,1493.9,88.9,2.76,18.79,32.18,214.89
2026-09-08T15:56:52.493Z,2310-01,good,1493.5,88.6,2.69,18.58,31.89,216.8
2026-09-08T15:57:22.493Z,2310-01,good,1492,88.4,2.61,18.37,31.69,219.37
2026-09-08T15:57:52.493Z,2310-01,good,1489.1,88,2.52,18.18,31.6,222.59
2026-09-08T15:58:22.493Z,2310-01,good,1484.7,87.6,2.44,18,31.62,226.43
2026-09-08T15:58:52.493Z,2310-01,good,1478.3,87.2,2.35,17.84,31.78,230.84
2026-09-08T15:59:22.493Z,2310-01,good,1469.7,86.7,2.26,17.71,32.07,235.75
2026-09-08T15:59:52.493Z,2310-01,good,1458.6,86.2,2.17,17.61,32.5,241.04
2026-09-08T16:00:22.493Z,2310-01,good,1444.9,85.7,2.08,17.55,33.05,246.62
2026-09-08T16:00:52.493Z,2310-01,good,1428.4,85.1,2,17.53,33.74,252.35
2026-09-08T16:01:22.493Z,2310-01,good,1409.3,84.5,1.93,17.56,34.53,258.11
2026-09-08T16:01:52.493Z,2310-01,good,1387.4,83.8,1.87,17.62,35.43,263.75
2026-09-08T16:02:22.493Z,2310-01,good,1363.2,83.2,1.82,17.74,36.4,269.14
2026-09-08T16:02:52.493Z,2310-01,good,1336.9,82.6,1.79,17.9,37.43,274.16
