timestamp,device_id,unit_id,function_code,address,raw_value,data_type,byte_order,scale,offset,unit,quality
2026-09-08T15:57:22.497Z,2310-01,1,3,40001,1357.8,float32,ABCD,1,0,r/min,good
2026-09-08T15:57:22.497Z,2310-01,1,3,40003,89.6,float32,ABCD,1,0,°C,good
2026-09-08T15:57:22.497Z,2310-01,1,3,40005,3.43,float32,ABCD,1,0,mm/s,good
2026-09-08T15:57:22.497Z,2310-01,1,3,40007,21.44,float32,ABCD,1,0,MPa,good
2026-09-08T15:57:22.497Z,2310-01,1,3,40009,39.99,float32,ABCD,1,0,L/h,good
2026-09-08T15:57:22.497Z,2310-01,1,3,40011,235.12,float32,ABCD,1,0,kW,good
2026-09-08T15:57:52.497Z,2310-01,1,3,40001,1380.1,float32,ABCD,1,0,r/min,good
2026-09-08T15:57:52.497Z,2310-01,1,3,40003,89.8,float32,ABCD,1,0,°C,good
2026-09-08T15:57:52.497Z,2310-01,1,3,40005,3.41,float32,ABCD,1,0,mm/s,good
2026-09-08T15:57:52.497Z,2310-01,1,3,40007,21.29,float32,ABCD,1,0,MPa,good
2026-09-08T15:57:52.497Z,2310-01,1,3,40009,39.47,float32,ABCD,1,0,L/h,good
2026-09-08T15:57:52.497Z,2310-01,1,3,40011,232.91,float32,ABCD,1,0,kW,good
2026-09-08T15:58:22.497Z,2310-01,1,3,40001,1400.1,float32,ABCD,1,0,r/min,good
2026-09-08T15:58:22.497Z,2310-01,1,3,40003,90,float32,ABCD,1,0,°C,good
2026-09-08T15:58:22.497Z,2310-01,1,3,40005,3.38,float32,ABCD,1,0,mm/s,good
2026-09-08T15:58:22.497Z,2310-01,1,3,40007,21.14,float32,ABCD,1,0,MPa,good
2026-09-08T15:58:22.497Z,2310-01,1,3,40009,38.97,float32,ABCD,1,0,L/h,good
2026-09-08T15:58:22.497Z,2310-01,1,3,40011,230.76,float32,ABCD,1,0,kW,good
2026-09-08T15:58:52.497Z,2310-01,1,3,40001,1417.7,float32,ABCD,1,0,r/min,good
2026-09-08T15:58:52.497Z,2310-01,1,3,40003,90.1,float32,ABCD,1,0,°C,good
2026-09-08T15:58:52.497Z,2310-01,1,3,40005,3.35,float32,ABCD,1,0,mm/s,good
2026-09-08T15:58:52.497Z,2310-01,1,3,40007,20.99,float32,ABCD,1,0,MPa,good
2026-09-08T15:58:52.497Z,2310-01,1,3,40009,38.48,float32,ABCD,1,0,L/h,good
2026-09-08T15:58:52.497Z,2310-01,1,3,40011,228.66,float32,ABCD,1,0,kW,good
2026-09-08T15:59:22.497Z,2310-01,1,3,40001,1432.9,float32,ABCD,1,0,r/min,good
